"","ID","ID.CapDate","X","Y","Capture.date","Grid","year","Sex","Age","EappInt","EappINF","HpolINF","H.poly.EPG","PropOnGrid_10","NemNoInf_10","NemNoUninf_10","NemPrev_10","NemNoTotal_10","NemTotBurden_10","NemMeanBurden_10","EimNoInf_10","EimNoUninf_10","EimPrev_10","EimNoTotal_10","PropOnGrid_14.1","NemNoInf_14.1","NemNoUninf_14.1","NemPrev_14.1","NemNoTotal_14.1","NemTotBurden_14.1","NemMeanBurden_14.1","EimNoInf_14.1","EimNoUninf_14.1","EimPrev_14.1","EimNoTotal_14.1","PropOnGrid_20","NemNoInf_20","NemNoUninf_20","NemPrev_20","NemNoTotal_20","NemTotBurden_20","NemMeanBurden_20","EimNoInf_20","EimNoUninf_20","EimPrev_20","EimNoTotal_20","PropOnGrid_22.4","NemNoInf_22.4","NemNoUninf_22.4","NemPrev_22.4","NemNoTotal_22.4","NemTotBurden_22.4","NemMeanBurden_22.4","EimNoInf_22.4","EimNoUninf_22.4","EimPrev_22.4","EimNoTotal_22.4","PropOnGrid_28.3","NemNoInf_28.3","NemNoUninf_28.3","NemPrev_28.3","NemNoTotal_28.3","NemTotBurden_28.3","NemMeanBurden_28.3","EimNoInf_28.3","EimNoUninf_28.3","EimPrev_28.3","EimNoTotal_28.3","PropOnGrid_30","NemNoInf_30","NemNoUninf_30","NemPrev_30","NemNoTotal_30","NemTotBurden_30","NemMeanBurden_30","EimNoInf_30","EimNoUninf_30","EimPrev_30","EimNoTotal_30","PropOnGrid_31.6","NemNoInf_31.6","NemNoUninf_31.6","NemPrev_31.6","NemNoTotal_31.6","NemTotBurden_31.6","NemMeanBurden_31.6","EimNoInf_31.6","EimNoUninf_31.6","EimPrev_31.6","EimNoTotal_31.6","PropOnGrid_36.1","NemNoInf_36.1","NemNoUninf_36.1","NemPrev_36.1","NemNoTotal_36.1","NemTotBurden_36.1","NemMeanBurden_36.1","EimNoInf_36.1","EimNoUninf_36.1","EimPrev_36.1","EimNoTotal_36.1","PropOnGrid_40","NemNoInf_40","NemNoUninf_40","NemPrev_40","NemNoTotal_40","NemTotBurden_40","NemMeanBurden_40","EimNoInf_40","EimNoUninf_40","EimPrev_40","EimNoTotal_40","PropOnGrid_50","NemNoInf_50","NemNoUninf_50","NemPrev_50","NemNoTotal_50","NemTotBurden_50","NemMeanBurden_50","EimNoInf_50","EimNoUninf_50","EimPrev_50","EimNoTotal_50"
"163",79797266,"79797266-2012-09-11",20,30,"2012-09-11","HA1",2012,"F","NotAdult",0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,6,0,6,0,0,1,5,0.166666666666667,6,1,0,11,0,11,0,0,2,9,0.181818181818182,11,1,0,13,0,13,0,0,3,10,0.230769230769231,13,1,0,14,0,14,0,0,4,10,0.285714285714286,14,1,1,14,0.0666666666666667,15,1.441210118716,0.194788325559084,4,11,0.266666666666667,15,0.96551724137931,1,19,0.05,20.7142857142857,1.441210118716,0.149531733970964,4,16,0.2,20.7142857142857,0.918918918918919,3,22,0.12,27.2058823529412,3.04100250286795,0.586145570374212,5,20,0.2,27.2058823529412,0.888888888888889,3,22,0.12,28.125,3.04100250286795,0.586145570374212,5,20,0.2,28.125,0.857142857142857,3,26,0.103448275862069,33.8333333333333,3.04100250286795,0.523017441495311,6,23,0.206896551724138,33.8333333333333
"164",67091302,"67091302-2012-09-11",20,20,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,0,5,0,5,0,0,1,4,0.2,5,1,0,6,0,6,0,0,2,4,0.333333333333333,6,1,0,6,0,6,0,0,2,4,0.333333333333333,6,1,0,14,0,14,0,0,3,11,0.214285714285714,14,1,1,16,0.0588235294117647,17,0.83975065475182,0.0745501565518178,3,14,0.176470588235294,17,1,1,17,0.0555555555555556,18,0.83975065475182,0.070551110991965,3,15,0.166666666666667,18,0.931034482758621,2,17,0.105263157894737,20.4074074074074,1.71228253243241,0.214329916684408,3,16,0.157894736842105,20.4074074074074,0.837837837837838,2,19,0.0952380952380952,25.0645161290323,1.71228253243241,0.195785898215217,4,17,0.19047619047619,25.0645161290323,0.777777777777778,2,20,0.0909090909090909,28.2857142857143,1.71228253243241,0.187670706567422,4,18,0.181818181818182,28.2857142857143,0.755102040816326,3,23,0.115384615384615,34.4324324324324,3.04100250286795,0.568939468560124,5,21,0.192307692307692,34.4324324324324
"166",66859820,"66859820-2012-09-11",60,50,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,2,0.333333333333333,3,1.36060487500458,0.676094392177226,2,1,0.666666666666667,3,1,1,3,0.25,4,1.36060487500458,0.54501698851427,3,1,0.75,4,1,4,4,0.5,8,3.21923466291277,1.38657471434431,4,4,0.5,8,1,4,5,0.444444444444444,9,3.21923466291277,1.29955484295712,4,5,0.444444444444444,9,1,4,7,0.363636363636364,11,3.21923466291277,1.1577091147186,5,6,0.454545454545455,11,1,4,10,0.285714285714286,14,3.21923466291277,0.998764922261971,6,8,0.428571428571429,14,1,5,11,0.3125,16,3.34055451637127,0.99405651884878,8,8,0.5,16,1,5,12,0.294117647058824,17,3.34055451637127,0.956297991104902,8,9,0.470588235294118,17,1,5,27,0.15625,32,3.34055451637127,0.615772949908366,11,21,0.34375,32
"168",79796354,"79796354-2012-09-11",80,20,"2012-09-11","HA1",2012,"M","Adult",61.5384615384615,1,1,2.56410256410256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0.333333333333333,3,1.25276296849537,0.606135803570316,1,2,0.333333333333333,3,1,2,3,0.4,5,1.99417689002515,0.819440905884238,1,4,0.2,5,1,2,4,0.333333333333333,6,1.99417689002515,0.721585115880479,1,5,0.166666666666667,6,1,2,4,0.333333333333333,6,1.99417689002515,0.721585115880479,1,5,0.166666666666667,6,0.931034482758621,3,4,0.428571428571429,7.51851851851852,2.35820524132133,0.861801979415164,1,6,0.142857142857143,7.51851851851852,0.837837837837838,3,5,0.375,9.54838709677419,2.35820524132133,0.786862925027932,1,7,0.125,9.54838709677419,0.777777777777778,3,5,0.375,10.2857142857143,2.35820524132133,0.786862925027932,1,7,0.125,10.2857142857143,0.755102040816326,5,12,0.294117647058824,22.5135135135135,2.69370110994264,0.593856457887273,5,12,0.294117647058824,22.5135135135135
"169",79769830,"79769830-2012-09-11",90,40,"2012-09-11","HA1",2012,"F","Adult",0,0,0,0,1,1,2,0.333333333333333,3,1.25276296849537,0.606135803570316,1,2,0.333333333333333,3,1,1,2,0.333333333333333,3,1.25276296849537,0.606135803570316,1,2,0.333333333333333,3,1,1,3,0.25,4,1.25276296849537,0.485507815781701,2,2,0.5,4,0.923076923076923,1,4,0.2,5.41666666666667,1.25276296849537,0.405465108108164,2,3,0.4,5.41666666666667,0.857142857142857,2,4,0.333333333333333,7,1.85607151544676,0.641726748673018,3,3,0.5,7,0.8,3,5,0.375,10,2.26429709106045,0.731427378024339,5,3,0.625,10,0.793103448275862,3,5,0.375,10.0869565217391,2.26429709106045,0.731427378024339,5,3,0.625,10.0869565217391,0.783783783783784,3,6,0.333333333333333,11.4827586206897,2.26429709106045,0.672057298427513,5,4,0.555555555555556,11.4827586206897,0.733333333333333,4,9,0.307692307692308,17.7272727272727,2.60050292752035,0.672571995027198,5,8,0.384615384615385,17.7272727272727,0.73469387755102,5,13,0.277777777777778,24.5,2.8151881845688,0.627016799723306,8,10,0.444444444444444,24.5
"171",66808052,"66808052-2012-09-11",100,10,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.8,1,1,0.5,2.5,1.57818536893,1.07263680226485,0,2,0,2.5,0.666666666666667,1,1,0.5,3,1.57818536893,1.07263680226485,0,2,0,3,0.615384615384615,1,1,0.5,3.25,1.57818536893,1.07263680226485,0,2,0,3.25,0.523809523809524,1,1,0.5,3.81818181818182,1.57818536893,1.07263680226485,0,2,0,3.81818181818182,0.48,1,2,0.333333333333333,6.25,1.57818536893,0.825074723602494,0,3,0,6.25,0.482758620689655,1,3,0.25,8.28571428571428,1.57818536893,0.673729094702844,0,4,0,8.28571428571428,0.459459459459459,2,3,0.4,10.8823529411765,1.99417689002515,0.819440905884238,1,4,0.2,10.8823529411765,0.422222222222222,2,3,0.4,11.8421052631579,1.99417689002515,0.819440905884238,1,4,0.2,11.8421052631579,0.428571428571429,2,4,0.333333333333333,14,1.99417689002515,0.721585115880479,1,5,0.166666666666667,14
"173",79637279,"79637279-2012-09-12",0,100,"2012-09-12","HA1",2012,"M","Adult",12.1212121212121,1,0,0,1,0,7,0,7,0,0,3,4,0.428571428571429,7,0.6,0,7,0,11.6666666666667,0,0,3,4,0.428571428571429,11.6666666666667,0.444444444444444,0,11,0,24.75,0,0,3,8,0.272727272727273,24.75,0.461538461538462,0,13,0,28.1666666666667,0,0,4,9,0.307692307692308,28.1666666666667,0.380952380952381,0,14,0,36.75,0,0,4,10,0.285714285714286,36.75,0.36,0,16,0,44.4444444444444,0,0,5,11,0.3125,44.4444444444444,0.379310344827586,0,19,0,50.0909090909091,0,0,6,13,0.315789473684211,50.0909090909091,0.351351351351351,0,20,0,56.9230769230769,0,0,6,14,0.3,56.9230769230769,0.333333333333333,1,24,0.04,75,1.79175946922805,0.182321556793955,7,18,0.28,75,0.346938775510204,2,27,0.0689655172413793,83.5882352941177,2.13523290130825,0.228892961210688,8,21,0.275862068965517,83.5882352941177
"178",79795857,"79795857-2012-09-13",30,100,"2012-09-13","HA1",2012,"M","Adult",21.0526315789474,1,0,0,1,1,10,0.0909090909090909,11,1.79175946922805,0.374693449441411,2,9,0.181818181818182,11,0.8,1,11,0.0833333333333333,15,1.79175946922805,0.348306694268216,3,9,0.25,15,0.666666666666667,2,13,0.133333333333333,22.5,2.13523290130825,0.403641953546649,3,12,0.2,22.5,0.692307692307692,2,15,0.117647058823529,24.5555555555556,2.13523290130825,0.363785572534179,3,14,0.176470588235294,24.5555555555556,0.619047619047619,3,19,0.136363636363636,35.5384615384615,2.39999479068065,0.37541565601074,4,18,0.181818181818182,35.5384615384615,0.6,3,26,0.103448275862069,48.3333333333333,2.39999479068065,0.296858434293553,6,23,0.206896551724138,48.3333333333333,0.620689655172414,3,30,0.0909090909090909,53.1666666666667,2.39999479068065,0.265230059920481,9,24,0.272727272727273,53.1666666666667,0.594594594594595,3,35,0.0789473684210526,63.9090909090909,2.39999479068065,0.234096380176665,11,27,0.289473684210526,63.9090909090909,0.577777777777778,3,35,0.0789473684210526,65.7692307692308,2.39999479068065,0.234096380176665,11,27,0.289473684210526,65.7692307692308,0.571428571428571,4,44,0.0833333333333333,84,3.27365693475175,0.424828291670286,12,36,0.25,84
"182",66872112,"66872112-2012-09-25",0,70,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,3,0,3,0,0,1,2,0.333333333333333,3,0.8,0,5,0,6.25,0,0,2,3,0.4,6.25,0.666666666666667,0,7,0,10.5,0,0,3,4,0.428571428571429,10.5,0.692307692307692,0,8,0,11.5555555555556,0,0,3,5,0.375,11.5555555555556,0.619047619047619,0,11,0,17.7692307692308,0,0,3,8,0.272727272727273,17.7692307692308,0.6,0,15,0,25,0,0,4,11,0.266666666666667,25,0.620689655172414,0,16,0,25.7777777777778,0,0,4,12,0.25,25.7777777777778,0.594594594594595,0,19,0,31.9545454545455,0,0,4,15,0.210526315789474,31.9545454545455,0.577777777777778,0,19,0,32.8846153846154,0,0,4,15,0.210526315789474,32.8846153846154,0.571428571428571,0,33,0,57.75,0,0,7,26,0.212121212121212,57.75
"185",79630010,"79630010-2012-09-25",10,90,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,3,0,3,0,0,2,1,0.666666666666667,3,1,0,8,0,8,0,0,3,5,0.375,8,1,0,11,0,11,0,0,3,8,0.272727272727273,11,0.846153846153846,0,16,0,18.9090909090909,0,0,5,11,0.3125,18.9090909090909,0.714285714285714,0,16,0,22.4,0,0,5,11,0.3125,22.4,0.64,0,16,0,25,0,0,5,11,0.3125,25,0.620689655172414,0,18,0,29,0,0,5,13,0.277777777777778,29,0.594594594594595,0,18,0,30.2727272727273,0,0,5,13,0.277777777777778,30.2727272727273,0.533333333333333,0,18,0,33.75,0,0,5,13,0.277777777777778,33.75,0.530612244897959,1,24,0.04,47.1153846153846,1.27091228700104,0.0976384695639159,6,19,0.24,47.1153846153846
"186",49811771,"49811771-2012-09-25",10,30,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,3,0,3,0,0,0,3,0,3,1,0,6,0,6,0,0,0,6,0,6,1,0,8,0,8,0,0,1,7,0.125,8,0.923076923076923,0,16,0,17.3333333333333,0,0,1,15,0.0625,17.3333333333333,0.857142857142857,0,16,0,18.6666666666667,0,0,1,15,0.0625,18.6666666666667,0.8,0,17,0,21.25,0,0,1,16,0.0588235294117647,21.25,0.793103448275862,0,20,0,25.2173913043478,0,0,1,19,0.05,25.2173913043478,0.783783783783784,0,20,0,25.5172413793103,0,0,1,19,0.05,25.5172413793103,0.733333333333333,1,22,0.0434782608695652,31.3636363636364,3.65065824129374,0.967149149107646,1,22,0.0434782608695652,31.3636363636364,0.714285714285714,2,29,0.0645161290322581,43.4,3.90421482298033,0.943166465446861,5,26,0.161290322580645,43.4
"187",79796354,"79796354-2012-09-25",10,20,"2012-09-25","HA1",2012,"M","Adult",0,0,1,9.09090909090909,1,0,3,0,3,0,0,0,3,0,3,1,0,6,0,6,0,0,0,6,0,6,1,0,8,0,8,0,0,0,8,0,8,0.923076923076923,0,11,0,11.9166666666667,0,0,1,10,0.0909090909090909,11.9166666666667,0.857142857142857,0,14,0,16.3333333333333,0,0,1,13,0.0714285714285714,16.3333333333333,0.8,0,15,0,18.75,0,0,1,14,0.0666666666666667,18.75,0.758620689655172,0,18,0,23.7272727272727,0,0,1,17,0.0555555555555556,23.7272727272727,0.702702702702703,0,19,0,27.0384615384615,0,0,1,18,0.0526315789473684,27.0384615384615,0.644444444444444,1,19,0.05,31.0344827586207,2.49412330489292,0.441832752279039,1,19,0.05,31.0344827586207,0.63265306122449,2,25,0.0740740740740741,42.6774193548387,3.90421482298033,1.02976637875097,3,24,0.111111111111111,42.6774193548387
"188",79786360,"79786360-2012-09-25",10,10,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,4,0,4,0,0,0,4,0,4,1,0,6,0,6,0,0,0,6,0,6,1,0,6,0,6,0,0,0,6,0,6,0.846153846153846,0,7,0,8.27272727272727,0,0,0,7,0,8.27272727272727,0.714285714285714,0,9,0,12.6,0,0,1,8,0.111111111111111,12.6,0.64,0,10,0,15.625,0,0,1,9,0.1,15.625,0.620689655172414,0,12,0,19.3333333333333,0,0,1,11,0.0833333333333333,19.3333333333333,0.594594594594595,0,15,0,25.2272727272727,0,0,1,14,0.0666666666666667,25.2272727272727,0.533333333333333,0,15,0,28.125,0,0,1,14,0.0666666666666667,28.125,0.530612244897959,2,20,0.0909090909090909,41.4615384615385,3.90421482298033,1.16614505993497,2,20,0.0909090909090909,41.4615384615385
"189",67006795,"67006795-2012-09-25",20,40,"2012-09-25","HA1",2012,"M","Adult",9672.72727272727,1,0,0,1,0,9,0,9,0,0,0,9,0,9,1,0,11,0,11,0,0,1,10,0.0909090909090909,11,1,0,14,0,14,0,0,1,13,0.0714285714285714,14,1,0,15,0,15,0,0,1,14,0.0666666666666667,15,1,0,19,0,19,0,0,2,17,0.105263157894737,19,1,0,21,0,21,0,0,2,19,0.0952380952380952,21,0.96551724137931,1,23,0.0416666666666667,24.8571428571429,3.65065824129374,0.940983344464527,2,22,0.0833333333333333,24.8571428571429,0.918918918918919,2,25,0.0740740740740741,29.3823529411765,3.90421482298033,1.02976637875097,3,24,0.111111111111111,29.3823529411765,0.888888888888889,2,25,0.0740740740740741,30.375,3.90421482298033,1.02976637875097,3,24,0.111111111111111,30.375,0.877551020408163,3,30,0.0909090909090909,37.6046511627907,3.95460754831115,0.936392942041513,5,28,0.151515151515152,37.6046511627907
"191",67091302,"67091302-2012-09-25",30,0,"2012-09-25","HA1",2012,"F","Adult",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,1.25,0,0,0,1,0,1.25,0.666666666666667,0,3,0,4.5,0,0,1,2,0.333333333333333,4.5,0.692307692307692,0,5,0,7.22222222222222,0,0,1,4,0.2,7.22222222222222,0.619047619047619,1,6,0.142857142857143,11.3076923076923,2.49412330489292,0.950615474415229,1,6,0.142857142857143,11.3076923076923,0.6,1,8,0.111111111111111,15,2.49412330489292,0.804047876593387,2,7,0.222222222222222,15,0.620689655172414,1,10,0.0909090909090909,17.7222222222222,2.49412330489292,0.698184974589902,2,9,0.181818181818182,17.7222222222222,0.594594594594595,2,11,0.153846153846154,21.8636363636364,3.90421482298033,1.55589287199267,2,11,0.153846153846154,21.8636363636364,0.577777777777778,2,15,0.117647058823529,29.4230769230769,3.90421482298033,1.35053171424498,2,15,0.117647058823529,29.4230769230769,0.571428571428571,2,18,0.1,35,3.90421482298033,1.23272221761192,2,18,0.1,35
"194",66818332,"66818332-2012-09-11",10,80,"2012-09-11","HA1",2012,"F","Adult",69.3877551020408,1,0,0,1,0,4,0,4,0,0,1,3,0.25,4,1,0,7,0,7,0,0,3,4,0.428571428571429,7,1,0,9,0,9,0,0,3,6,0.333333333333333,9,0.923076923076923,0,14,0,15.1666666666667,0,0,3,11,0.214285714285714,15.1666666666667,0.857142857142857,0,15,0,17.5,0,0,4,11,0.266666666666667,17.5,0.8,0,15,0,18.75,0,0,4,11,0.266666666666667,18.75,0.758620689655172,0,17,0,22.4090909090909,0,0,5,12,0.294117647058824,22.4090909090909,0.702702702702703,2,19,0.0952380952380952,29.8846153846154,3.0626717562291,0.678386764976825,6,15,0.285714285714286,29.8846153846154,0.644444444444444,2,23,0.08,38.7931034482759,3.0626717562291,0.596297354570028,7,18,0.28,38.7931034482759,0.63265306122449,3,29,0.09375,50.5806451612903,3.17151717027828,0.538750174684433,10,22,0.3125,50.5806451612903
"195",79630102,"79630102-2012-09-11",20,100,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,0,4,0,4,0,0,1,3,0.25,4,0.8,0,5,0,6.25,0,0,1,4,0.2,6.25,0.666666666666667,1,9,0.1,15,1.79175946922805,0.405465108108164,2,8,0.2,15,0.692307692307692,1,13,0.0714285714285714,20.2222222222222,1.79175946922805,0.305381649551182,5,9,0.357142857142857,20.2222222222222,0.619047619047619,1,14,0.0666666666666667,24.2307692307692,1.79175946922805,0.287682072451781,5,10,0.333333333333333,24.2307692307692,0.6,2,15,0.117647058823529,28.3333333333333,2.13523290130825,0.363785572534179,5,12,0.294117647058824,28.3333333333333,0.586206896551724,2,17,0.105263157894737,32.4117647058824,2.13523290130825,0.331158005490142,6,13,0.315789473684211,32.4117647058824,0.540540540540541,2,19,0.0952380952380952,38.85,2.13523290130825,0.303942593323561,6,15,0.285714285714286,38.85,0.511111111111111,2,19,0.0952380952380952,41.0869565217391,2.13523290130825,0.303942593323561,6,15,0.285714285714286,41.0869565217391,0.510204081632653,3,23,0.115384615384615,50.96,3.17151717027828,0.630527469186498,7,19,0.269230769230769,50.96
"196",79786360,"79786360-2012-09-11",30,30,"2012-09-11","HA1",2012,"F","Adult",14.2857142857143,1,0,0,1,0,3,0,3,0,0,0,3,0,3,1,0,5,0,5,0,0,0,5,0,5,1,1,6,0.142857142857143,7,1.441210118716,0.379004420336821,1,6,0.142857142857143,7,1,1,14,0.0666666666666667,15,1.441210118716,0.194788325559084,4,11,0.266666666666667,15,1,1,15,0.0625,16,1.441210118716,0.183664740340422,5,11,0.3125,16,1,1,18,0.0526315789473684,19,1.441210118716,0.156815087362072,5,14,0.263157894736842,19,1,3,19,0.136363636363636,22,3.04100250286795,0.644868746239188,5,17,0.227272727272727,22,1,3,21,0.125,24,3.04100250286795,0.604457380121591,5,19,0.208333333333333,24,1,3,21,0.125,24,3.04100250286795,0.604457380121591,5,19,0.208333333333333,24,0.959183673469388,4,25,0.137931034482759,30.2340425531915,3.17072546143373,0.580572236613302,7,22,0.241379310344828,30.2340425531915
"198",79770603,"79770603-2012-09-11",40,100,"2012-09-11","HA1",2012,"M","Adult",0,0,0,0,1,2,5,0.285714285714286,7,2.13523290130825,0.725408042778167,3,4,0.428571428571429,7,0.8,2,7,0.222222222222222,11.25,2.13523290130825,0.603648858742144,3,6,0.333333333333333,11.25,0.666666666666667,2,9,0.181818181818182,16.5,2.13523290130825,0.517657671727954,3,8,0.272727272727273,16.5,0.692307692307692,2,10,0.166666666666667,17.3333333333333,2.13523290130825,0.483403880648356,3,9,0.25,17.3333333333333,0.619047619047619,2,12,0.142857142857143,22.6153846153846,2.13523290130825,0.42708757212133,4,10,0.285714285714286,22.6153846153846,0.6,2,13,0.133333333333333,25,2.13523290130825,0.403641953546649,4,11,0.266666666666667,25,0.620689655172414,2,15,0.117647058823529,27.3888888888889,2.13523290130825,0.363785572534179,4,13,0.235294117647059,27.3888888888889,0.594594594594595,2,16,0.111111111111111,30.2727272727273,2.13523290130825,0.346698201079211,4,14,0.222222222222222,30.2727272727273,0.577777777777778,3,17,0.15,34.6153846153846,3.17151717027828,0.761824743830506,4,16,0.2,34.6153846153846,0.591836734693878,4,24,0.142857142857143,47.3103448275862,3.28624218774086,0.65199370444457,9,19,0.321428571428571,47.3103448275862
"199",66810112,"66810112-2012-09-11",50,80,"2012-09-11","HA1",2012,"M","Adult",0,0,1,2.56410256410256,1,0,3,0,3,0,0,1,2,0.333333333333333,3,1,0,4,0,4,0,0,2,2,0.5,4,1,1,5,0.166666666666667,6,1.24098426930275,0.343473432080196,2,4,0.333333333333333,6,1,3,10,0.230769230769231,13,3.17151717027828,1.01421655860448,3,10,0.230769230769231,13,1,4,11,0.266666666666667,15,3.28624218774086,0.999213779756288,5,10,0.333333333333333,15,1,4,13,0.235294117647059,17,3.28624218774086,0.921972969170612,6,11,0.352941176470588,17,0.96551724137931,4,14,0.222222222222222,18.6428571428571,3.28624218774086,0.887941153288606,7,11,0.388888888888889,18.6428571428571,0.918918918918919,4,16,0.2,21.7647058823529,3.28624218774086,0.827288629308852,7,13,0.35,21.7647058823529,0.888888888888889,4,20,0.166666666666667,27,3.28624218774086,0.728799485285354,7,17,0.291666666666667,27,0.877551020408163,7,29,0.194444444444444,41.0232558139535,3.57497687552748,0.674838871131702,13,23,0.361111111111111,41.0232558139535
"203",79618812,"79618812-2012-09-11",80,60,"2012-09-11","HA1",2012,"M","Adult",0,0,1,6.66666666666667,1,1,1,0.5,2,1.36060487500458,0.895792210325814,2,0,1,2,1,2,2,0.5,4,1.96351950120745,0.92864976109184,4,0,1,4,1,3,2,0.6,5,2.26429709106045,1.00242124727748,5,0,1,5,1,3,5,0.375,8,2.26429709106045,0.731427378024339,5,3,0.625,8,1,3,8,0.272727272727273,11,2.26429709106045,0.578876234983344,7,4,0.636363636363636,11,1,3,8,0.272727272727273,11,2.26429709106045,0.578876234983344,7,4,0.636363636363636,11,0.96551724137931,3,11,0.214285714285714,14.5,2.26429709106045,0.479969747467678,8,6,0.571428571428571,14.5,0.918918918918919,3,13,0.1875,17.4117647058824,2.26429709106045,0.4311473599599,8,8,0.5,17.4117647058824,0.888888888888889,4,13,0.235294117647059,19.125,3.21923466291277,0.880577541653418,8,9,0.470588235294118,19.125,0.877551020408163,6,21,0.222222222222222,30.7674418604651,3.42406053012573,0.741827910274653,10,17,0.37037037037037,30.7674418604651
"205",67089554,"67089554-2012-09-25",40,90,"2012-09-25","HA1",2012,"F","Adult",82.2222222222222,1,0,0,1,0,2,0,2,0,0,0,2,0,2,1,1,5,0.166666666666667,6,1.27091228700104,0.355819877618999,1,5,0.166666666666667,6,1,1,5,0.166666666666667,6,1.27091228700104,0.355819877618999,1,5,0.166666666666667,6,0.923076923076923,1,10,0.0909090909090909,11.9166666666667,1.27091228700104,0.209531512930282,3,8,0.272727272727273,11.9166666666667,0.857142857142857,1,11,0.0833333333333333,14,1.27091228700104,0.193653122803504,3,9,0.25,14,0.8,1,13,0.0714285714285714,17.5,1.27091228700104,0.168180528037697,4,10,0.285714285714286,17.5,0.793103448275862,1,15,0.0625,20.1739130434783,1.27091228700104,0.148641024016288,5,11,0.3125,20.1739130434783,0.783783783783784,1,18,0.0526315789473684,24.2413793103448,1.27091228700104,0.126591034676861,5,14,0.263157894736842,24.2413793103448,0.733333333333333,1,20,0.0476190476190476,28.6363636363636,1.27091228700104,0.115202038502617,6,15,0.285714285714286,28.6363636363636,0.73469387755102,2,31,0.0606060606060606,44.9166666666667,2.32539977076022,0.246641522581514,8,25,0.242424242424242,44.9166666666667
"206",79618812,"79618812-2012-09-25",40,60,"2012-09-25","HA1",2012,"M","Adult",4.65116279069767,1,0,0,1,0,2,0,2,0,0,1,1,0.5,2,1,0,2,0,2,0,0,1,1,0.5,2,1,0,4,0,4,0,0,1,3,0.25,4,1,1,12,0.0769230769230769,13,1.27091228700104,0.180017787468315,1,12,0.0769230769230769,13,1,1,14,0.0666666666666667,15,1.27091228700104,0.157806991030369,1,14,0.0666666666666667,15,1,1,14,0.0666666666666667,15,1.27091228700104,0.157806991030369,1,14,0.0666666666666667,15,1,2,19,0.0952380952380952,21,3.71513432291957,1.06740173638785,2,19,0.0952380952380952,21,1,2,23,0.08,25,3.71513432291957,0.956497152352195,3,22,0.12,25,1,3,25,0.107142857142857,28,3.86557624718312,0.981687401180754,3,25,0.107142857142857,28,1,4,38,0.0952380952380952,42,4.07485385208667,0.865918119712887,8,34,0.19047619047619,42
"208",66855532,"66855532-2012-09-25",60,20,"2012-09-25","HA1",2012,"F","Adult",0,0,1,2.5,1,1,0,1,1,2.49412330489292,2.49412330489292,0,1,0,1,1,2,0,1,2,3.90421482298033,3.23102395880385,0,2,0,2,1,3,1,0.75,4,3.95460754831115,2.62421946369713,1,3,0.25,4,1,3,3,0.5,6,3.95460754831115,2.25436100788786,2,4,0.333333333333333,6,1,3,4,0.428571428571429,7,3.95460754831115,2.11754923309946,2,5,0.285714285714286,7,1,3,6,0.333333333333333,9,3.95460754831115,1.90003595722339,2,7,0.222222222222222,9,0.96551724137931,4,8,0.333333333333333,12.4285714285714,4.05071257423278,1.74102700541041,3,9,0.25,12.4285714285714,0.918918918918919,4,12,0.25,17.4117647058824,4.05071257423278,1.51014743081473,3,13,0.1875,17.4117647058824,0.888888888888889,4,13,0.235294117647059,19.125,4.05071257423278,1.4632332283984,3,14,0.176470588235294,19.125,0.877551020408163,6,25,0.193548387096774,35.3255813953488,4.29314005505655,1.20264237770912,5,26,0.161290322580645,35.3255813953488
"211",66893321,"66893321-2012-09-25",70,70,"2012-09-25","HA1",2012,"M","Adult",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,2,2.03688192726104,1.46633706879343,0,2,0,2,1,1,2,0.333333333333333,3,2.03688192726104,1.17007125265026,1,2,0.333333333333333,3,1,2,5,0.285714285714286,7,2.32539977076022,0.840998626959216,1,6,0.142857142857143,7,1,2,5,0.285714285714286,7,2.32539977076022,0.840998626959216,1,6,0.142857142857143,7,1,2,6,0.25,8,2.32539977076022,0.767255152713667,1,7,0.125,8,1,2,13,0.133333333333333,15,2.32539977076022,0.479573080261886,4,11,0.266666666666667,15,1,2,14,0.125,16,2.32539977076022,0.455475528682826,4,12,0.25,16,1,2,14,0.125,16,2.32539977076022,0.455475528682826,4,12,0.25,16,0.959183673469388,4,25,0.137931034482759,30.2340425531915,3.97017732444942,1.02707834811611,5,24,0.172413793103448,30.2340425531915
